Bench,Block,Pop,Position,Cohort,First Bud Date,Height (cm) @ First Bud ,First Flower Date,Height (cm) @ First Flower,First Fruit Date,Height (cm) @ First Fruit,Death Date,Notes
3,1,STIN,B12,cohort 7,,,,,,,4/11/22,
3,1,STIN,G01,cohort 7,,,,,,,,
3,1,STIN,B10,cohort 8,5/18/22,3.6,,,,,,
4,8,STIN,A07,blank,,,,,,,,
4,8,STIN,G09,cohort 3,2/16/22,,,,,,,dead marked but no data
4,8,STIN,F06,cohort 7,,,,,,,,
4,8,STIN,D12,cohort 8,5/6/22,1.2,,,,,,
4,8,STIN,E11,cohort 8,,,,,,,,
1,3,STPO,B06,blank,,,,,,,,
1,3,STPO,A07,cohort 1,,,,,,,3/25/22,2.2 cm at death
1,3,STPO,E09,cohort 1,4/20/22,14.4,,,,,,
1,3,STPO,F06,cohort 1,,,,,,,,
1,3,STPO,G05,cohort 2,,,,,,,5/20/22,1.0 at death
1,3,STPO,F04,cohort 3,,,,,,,12/31/21,
1,3,STPO,C05,cohort 4,,,,,,,,
1,3,STPO,C13,cohort 4,,,,,,,,
1,3,STPO,D10,cohort 4,,,,,,,,
1,3,STPO,E07,cohort 4,,,,,,,,
1,3,STPO,B02,cohort 5,,,,,,,,
1,3,STPO,D04,cohort 5,4/8/22,4.9,,,,,,1/24 very small
1,3,STPO,E11,cohort 5,,,,,,,,
1,3,STPO,G01,cohort 5,,,,,,,,
1,3,STPO,D08,cohort 6,6/6/22,9.4,,,,,,
1,3,STPO,E05,cohort 6,,,,,,,,
1,3,STPO,E13,cohort 6,,,,,,,,
1,3,STPO,A05,cohort 7,,,,,,,6/8/22,Plant missing
1,3,STPO,D02,cohort 7,,,,,,,6/8/22,
1,3,STPO,D12,cohort 7,,,,,,,,
1,3,STPO,E01,cohort 7,,,,,,,,
1,3,STPO,F08,cohort 7,,,,,,,,
1,3,STPO,F14,cohort 7,,,,,,,,
1,3,STPO,B08,cohort 8,,,,,,,6/17/22,
1,3,STPO,B10,cohort 8,,,,,,,,
1,3,STPO,C01,cohort 8,,,,,,,6/17/22,
1,3,STPO,D14,cohort 8,,,,,,,,
1,3,STPO,F10,cohort 8,,,,,,,,
1,3,STPO,G13,cohort 8,,,,,,,,
2,7,STPO,C01,blank,,,,,,,,
2,7,STPO,B04,cohort 1,,,,,,,1/10/22,
2,7,STPO,E13,cohort 1,,,,,,,12/31/21,
2,7,STPO,G09,cohort 1,,,,,,,6/15/22,
2,7,STPO,B02,cohort 2,,,,,,,6/17/22,
2,7,STPO,G05,cohort 2,,,,,,,6/15/22,plant missing
2,7,STPO,A03,cohort 3,5/25/22,6.6,,,,,,
2,7,STPO,F06,cohort 3,5/20/22,2.2,,,,,,
2,7,STPO,F14,cohort 3,,,,,,,1/7/22,
2,7,STPO,A13,cohort 4,,,,,,,,
2,7,STPO,C05,cohort 4,,,,,,,,
2,7,STPO,C07,cohort 4,,,,,,,,
2,7,STPO,D06,cohort 4,,,,,,,,
2,7,STPO,E03,cohort 4,,,,,,,,
2,7,STPO,A01,cohort 5,6/6/22,8.1,,,,,,
2,7,STPO,F10,cohort 5,,,,,,,,
2,7,STPO,G13,cohort 5,,,,,,,,
2,7,STPO,C11,cohort 6,6/6/22,8.4,,,,,,
2,7,STPO,D02,cohort 6,,,,,,,,
2,7,STPO,E07,cohort 6,,,,,,,,
2,7,STPO,E09,cohort 6,,,,,,,,
2,7,STPO,D10,cohort 7,,,,,,,,
2,7,STPO,D12,cohort 7,,,,,,,,
2,7,STPO,D14,cohort 7,,,,,,,,
2,7,STPO,F12,cohort 7,,,,,,,,
2,7,STPO,G01,cohort 7,,,,,,,,
2,7,STPO,G07,cohort 7,,,,,,,,
2,7,STPO,A05,cohort 8,,,,,,,6/17/22,
2,7,STPO,B12,cohort 8,,,,,,,,
2,7,STPO,B14,cohort 8,,,,,,,,
2,7,STPO,F02,cohort 8,,,,,,,,
2,7,STPO,G03,cohort 8,,,,,,,,
2,7,STPO,G11,cohort 8,,,,,,,,
3,11,STPO,G07,blank,,,,,,,,
3,11,STPO,D12,cohort 1,4/20/22,10.8,,,,,,
3,11,STPO,F06,cohort 1,,,,,,,,
3,11,STPO,B06,cohort 2,,,,,,,2/11/22,
3,11,STPO,B14,cohort 2,,,,,,,6/15/22,
3,11,STPO,E09,cohort 2,,,,,,,,
3,11,STPO,B02,cohort 3,,,,,,,2/11/22,
3,11,STPO,C09,cohort 3,,,,,,,,
3,11,STPO,G09,cohort 3,,,,,,,6/17/22,
3,11,STPO,B12,cohort 4,,,,,,,,
3,11,STPO,D02,cohort 4,6/13/22,5.7,,,,,,
3,11,STPO,E01,cohort 4,,,,,,,,
3,11,STPO,G01,cohort 4,,,,,,,,
3,11,STPO,G03,cohort 4,,,,,,,,
3,11,STPO,A01,cohort 5,,,,,,,,
3,11,STPO,E05,cohort 5,,,,,,,6/15/22,
3,11,STPO,F04,cohort 5,6/13/22,7.8,,,,,,
3,11,STPO,G05,cohort 5,,,,,,,,
3,11,STPO,G11,cohort 5,,,,,,,,
3,11,STPO,B08,cohort 6,6/8/22,6.9,,,,,,
3,11,STPO,C07,cohort 6,,,,,,,,
3,11,STPO,D04,cohort 6,,,,,,,6/17/22,
3,11,STPO,D10,cohort 6,,,,,,,,
3,11,STPO,F10,cohort 6,,,,,,,6/17/22,
3,11,STPO,F14,cohort 6,,,,,,,6/15/22,
3,11,STPO,C03,cohort 7,,,,,,,,
3,11,STPO,C05,cohort 7,,,,,,,,
3,11,STPO,C11,cohort 7,,,,,,,5/25/22,
3,11,STPO,C13,cohort 7,,,,,,,,
3,11,STPO,E11,cohort 7,,,,,,,,
3,11,STPO,F08,cohort 7,,,,,,,,
3,11,STPO,A13,cohort 8,,,,,,,,
3,11,STPO,C01,cohort 8,,,,,,,6/15/22,
3,11,STPO,D06,cohort 8,,,,,,,,
3,11,STPO,D08,cohort 8,,,,,,,,
3,11,STPO,F12,cohort 8,,,,,,,,
3,11,STPO,G13,cohort 8,,,,,,,,
4,3,STPO,B06,blank,,,,,,,,
4,3,STPO,B12,cohort 1,,,,,,,,
4,3,STPO,F10,cohort 1,,,,,,,,
4,3,STPO,G11,cohort 1,,,,,,,,
4,3,STPO,D10,cohort 2,,,,,,,,
4,3,STPO,E01,cohort 2,5/18/22,4.1,,,,,,
4,3,STPO,E09,cohort 2,4/27/22,9.3,,,,,,
4,3,STPO,B08,cohort 3,,,,,,,12/31/21,
4,3,STPO,B14,cohort 3,,,,,,,2/18/22,
4,3,STPO,A05,cohort 4,,,,,,,,
4,3,STPO,A13,cohort 4,,,,,,,,
4,3,STPO,D04,cohort 4,,,,,,,,
4,3,STPO,E07,cohort 4,,,,,,,,
4,3,STPO,F02,cohort 4,,,,,,,,
4,3,STPO,G03,cohort 4,5/27/22,6.1,,,,,,
4,3,STPO,B10,cohort 5,6/3/22,5.6,,,,,,
4,3,STPO,C13,cohort 5,,,,,,,6/6/22,
4,3,STPO,D12,cohort 5,,,,,,,,
4,3,STPO,F08,cohort 5,,,,,,,,
4,3,STPO,G09,cohort 5,,,,,,,,
4,3,STPO,G13,cohort 5,,,,,,,,
4,3,STPO,A03,cohort 6,,,,,,,6/15/22,
4,3,STPO,C01,cohort 6,,,,,,,6/15/22,
4,3,STPO,D14,cohort 6,,,,,,,,
4,3,STPO,E11,cohort 6,,,,,,,,
4,3,STPO,G07,cohort 6,,,,,,,6/15/22,
4,3,STPO,B02,cohort 7,,,,,,,6/15/22,
4,3,STPO,C03,cohort 7,,,,,,,,
4,3,STPO,C07,cohort 7,,,,,,,,
4,3,STPO,D02,cohort 7,,,,,,,,
4,3,STPO,D06,cohort 7,,,,,,,,
4,3,STPO,G01,cohort 7,,,,,,,,
4,3,STPO,A09,cohort 8,,,,,,,,
4,3,STPO,A11,cohort 8,,,,,,,6/6/22,
4,3,STPO,B04,cohort 8,,,,,,,6/15/22,
4,3,STPO,E13,cohort 8,,,,,,,,
4,3,STPO,F06,cohort 8,,,,,,,,
4,3,STPO,F12,cohort 8,,,,,,,,
1,10,STTO_BH,E01,blank,,,,,,,,
1,10,STTO_BH,A05,cohort 1,,,,,,,,
1,10,STTO_BH,A07,cohort 1,,,,,,,,
1,10,STTO_BH,C07,cohort 1,,,,,,,,
1,10,STTO_BH,C13,cohort 1,,,,,,,,
1,10,STTO_BH,D04,cohort 1,,,,,,,,
1,10,STTO_BH,G05,cohort 1,,,,,,,,
1,10,STTO_BH,A03,cohort 2,,,,,,,,
1,10,STTO_BH,A09,cohort 2,,,,,,,,
1,10,STTO_BH,B12,cohort 2,,,,,,,,
1,10,STTO_BH,E05,cohort 2,,,,,,,,
1,10,STTO_BH,F14,cohort 2,,,,,,,,
1,10,STTO_BH,G09,cohort 2,,,,,,,,
1,10,STTO_BH,A01,cohort 3,,,,,,,,
1,10,STTO_BH,B04,cohort 3,,,,,,,,
1,10,STTO_BH,D12,cohort 3,,,,,,,,
1,10,STTO_BH,F04,cohort 3,,,,,,,,
1,10,STTO_BH,F10,cohort 3,,,,,,,,
1,10,STTO_BH,G11,cohort 3,,,,,,,,
1,10,STTO_BH,B02,cohort 4,,,,,,,,
1,10,STTO_BH,C11,cohort 4,,,,,,,,
1,10,STTO_BH,D02,cohort 4,,,,,,,,
1,10,STTO_BH,F06,cohort 4,,,,,,,,
1,10,STTO_BH,G07,cohort 4,,,,,,,,
1,10,STTO_BH,G13,cohort 4,,,,,,,,
1,10,STTO_BH,A11,cohort 5,,,,,,,,
1,10,STTO_BH,B08,cohort 5,,,,,,,,
1,10,STTO_BH,B10,cohort 5,,,,,,,,
1,10,STTO_BH,C03,cohort 5,,,,,,,,
1,10,STTO_BH,E09,cohort 5,,,,,,,,
1,10,STTO_BH,E11,cohort 5,,,,,,,,
1,10,STTO_BH,B14,cohort 6,,,,,,,,
1,10,STTO_BH,D06,cohort 6,,,,,,,5/31/22,
1,10,STTO_BH,E07,cohort 6,,,,,,,,
1,10,STTO_BH,E13,cohort 6,,,,,,,,
1,10,STTO_BH,F08,cohort 6,,,,,,,,
1,10,STTO_BH,G03,cohort 6,,,,,,,,
1,10,STTO_BH,A13,cohort 7,,,,,,,5/25/22,
1,10,STTO_BH,B06,cohort 7,,,,,,,,
1,10,STTO_BH,C01,cohort 7,,,,,,,,
1,10,STTO_BH,C09,cohort 7,,,,,,,,
1,10,STTO_BH,D14,cohort 7,,,,,,,,
1,10,STTO_BH,E03,cohort 7,,,,,,,,
1,10,STTO_BH,C05,cohort 8,,,,,,,,
1,10,STTO_BH,D08,cohort 8,,,,,,,,
1,10,STTO_BH,D10,cohort 8,,,,,,,,
1,10,STTO_BH,F02,cohort 8,,,,,,,,
1,10,STTO_BH,F12,cohort 8,,,,,,,,
1,10,STTO_BH,G01,cohort 8,,,,,,,,
2,11,STTO_BH,E01,blank,,,,,,,,
2,11,STTO_BH,B10,cohort 1,,,,,,,,
2,11,STTO_BH,D12,cohort 1,,,,,,,,
2,11,STTO_BH,E09,cohort 1,,,,,,,,
2,11,STTO_BH,F04,cohort 1,,,,,,,,
2,11,STTO_BH,G01,cohort 1,,,,,,,,
2,11,STTO_BH,G13,cohort 1,,,,,,,,
2,11,STTO_BH,A11,cohort 2,,,,,,,,
2,11,STTO_BH,D06,cohort 2,,,,,,,,
2,11,STTO_BH,D10,cohort 2,,,,,,,,
2,11,STTO_BH,E03,cohort 2,,,,,,,,
2,11,STTO_BH,F02,cohort 2,,,,,,,,
2,11,STTO_BH,F06,cohort 2,,,,,,,,
2,11,STTO_BH,A05,cohort 3,,,,,,,,
2,11,STTO_BH,A09,cohort 3,,,,,,,,
2,11,STTO_BH,C01,cohort 3,,,,,,,,
2,11,STTO_BH,D14,cohort 3,,,,,,,,
2,11,STTO_BH,E05,cohort 3,,,,,,,,
2,11,STTO_BH,E07,cohort 3,,,,,,,,
2,11,STTO_BH,A01,cohort 4,,,,,,,,
2,11,STTO_BH,A03,cohort 4,,,,,,,,
2,11,STTO_BH,B02,cohort 4,,,,,,,,1/24/22 not strep pulled weed
2,11,STTO_BH,B08,cohort 4,,,,,,,,
2,11,STTO_BH,G03,cohort 4,,,,,,,,
2,11,STTO_BH,G07,cohort 4,,,,,,,,
2,11,STTO_BH,B04,cohort 5,,,,,,,,
2,11,STTO_BH,B12,cohort 5,,,,,,,,
2,11,STTO_BH,C09,cohort 5,,,,,,,,
2,11,STTO_BH,E11,cohort 5,,,,,,,,
2,11,STTO_BH,F10,cohort 5,,,,,,,,
2,11,STTO_BH,F12,cohort 5,,,,,,,,
2,11,STTO_BH,C05,cohort 6,,,,,,,,
2,11,STTO_BH,C13,cohort 6,,,,,,,,
2,11,STTO_BH,D02,cohort 6,,,,,,,,
2,11,STTO_BH,D08,cohort 6,,,,,,,,
2,11,STTO_BH,F14,cohort 6,,,,,,,,
2,11,STTO_BH,G05,cohort 6,,,,,,,,
2,11,STTO_BH,A13,cohort 7,,,,,,,,
2,11,STTO_BH,B14,cohort 7,,,,,,,,
2,11,STTO_BH,C07,cohort 7,,,,,,,,
2,11,STTO_BH,C11,cohort 7,,,,,,,,
2,11,STTO_BH,E13,cohort 7,,,,,,,,
2,11,STTO_BH,G09,cohort 7,,,,,,,,
2,11,STTO_BH,A07,cohort 8,,,,,,,,
2,11,STTO_BH,B06,cohort 8,,,,,,,,
2,11,STTO_BH,C03,cohort 8,,,,,,,,
2,11,STTO_BH,D04,cohort 8,,,,,,,,
2,11,STTO_BH,F08,cohort 8,,,,,,,,
2,11,STTO_BH,G11,cohort 8,,,,,,,,
3,6,STTO_BH,C05,blank,,,,,,,,
3,6,STTO_BH,A01,cohort 1,,,,,,,,
3,6,STTO_BH,A05,cohort 1,,,,,,,,
3,6,STTO_BH,B14,cohort 1,,,,,,,,
3,6,STTO_BH,C03,cohort 1,,,,,,,,
3,6,STTO_BH,C11,cohort 1,,,,,,,,"had flower date and height, but not possible since BH, actually TM 3,7,C11"
3,6,STTO_BH,E13,cohort 1,,,,,,,,
3,6,STTO_BH,A03,cohort 2,,,,,,,,
3,6,STTO_BH,B08,cohort 2,,,,,,,,
3,6,STTO_BH,D10,cohort 2,,,,,,,,
3,6,STTO_BH,E03,cohort 2,,,,,,,,
3,6,STTO_BH,F10,cohort 2,,,,,,,,
3,6,STTO_BH,G01,cohort 2,,,,,,,,
3,6,STTO_BH,B10,cohort 3,,,,,,,,
3,6,STTO_BH,D06,cohort 3,,,,,,,,
3,6,STTO_BH,D14,cohort 3,,,,,,,,
3,6,STTO_BH,F04,cohort 3,,,,,,,,
3,6,STTO_BH,F08,cohort 3,,,,,,,,
3,6,STTO_BH,F12,cohort 3,,,,,,,,
3,6,STTO_BH,A11,cohort 4,,,,,,,4/6/22,"0.4 cm at death, dried"
3,6,STTO_BH,B06,cohort 4,,,,,,,,
3,6,STTO_BH,D12,cohort 4,,,,,,,,
3,6,STTO_BH,E11,cohort 4,,,,,,,,
3,6,STTO_BH,G03,cohort 4,,,,,,,,
3,6,STTO_BH,G09,cohort 4,,,,,,,,
3,6,STTO_BH,A09,cohort 5,,,,,,,,
3,6,STTO_BH,A13,cohort 5,,,,,,,,
3,6,STTO_BH,B02,cohort 5,,,,,,,,
3,6,STTO_BH,C01,cohort 5,,,,,,,,
3,6,STTO_BH,C07,cohort 5,,,,,,,,
3,6,STTO_BH,G13,cohort 5,,,,,,,,
3,6,STTO_BH,D04,cohort 6,,,,,,,,
3,6,STTO_BH,D08,cohort 6,,,,,,,,
3,6,STTO_BH,E09,cohort 6,,,,,,,,
3,6,STTO_BH,F14,cohort 6,,,,,,,,
3,6,STTO_BH,G05,cohort 6,,,,,,,,
3,6,STTO_BH,G11,cohort 6,,,,,,,,
3,6,STTO_BH,A07,cohort 7,,,,,,,,
3,6,STTO_BH,B12,cohort 7,,,,,,,,
3,6,STTO_BH,C13,cohort 7,,,,,,,,
3,6,STTO_BH,E05,cohort 7,,,,,,,,
3,6,STTO_BH,F02,cohort 7,,,,,,,,
3,6,STTO_BH,G07,cohort 7,,,,,,,,
3,6,STTO_BH,B04,cohort 8,,,,,,,,
3,6,STTO_BH,C09,cohort 8,,,,,,,,
3,6,STTO_BH,D02,cohort 8,,,,,,,,
3,6,STTO_BH,E01,cohort 8,,,,,,,,
3,6,STTO_BH,E07,cohort 8,,,,,,,,
3,6,STTO_BH,F06,cohort 8,,,,,,,,
4,1,STTO_BH,F06,blank,,,,,,,,
4,1,STTO_BH,A05,cohort 1,,,,,,,3/25/22,2.1
4,1,STTO_BH,A13,cohort 1,,,,,,,,
4,1,STTO_BH,B10,cohort 1,,,,,,,,
4,1,STTO_BH,D14,cohort 1,,,,,,,,
4,1,STTO_BH,F02,cohort 1,,,,,,,,
4,1,STTO_BH,G13,cohort 1,,,,,,,,
4,1,STTO_BH,A01,cohort 2,,,,,,,,
4,1,STTO_BH,A03,cohort 2,,,,,,,4/11/22,
4,1,STTO_BH,C01,cohort 2,,,,,,,,
4,1,STTO_BH,E13,cohort 2,,,,,,,,
4,1,STTO_BH,F12,cohort 2,,,,,,,,
4,1,STTO_BH,G07,cohort 2,,,,,,,,
4,1,STTO_BH,B02,cohort 3,,,,,,,,
4,1,STTO_BH,B14,cohort 3,,,,,,,,
4,1,STTO_BH,C11,cohort 3,,,,,,,,
4,1,STTO_BH,E01,cohort 3,,,,,,,,
4,1,STTO_BH,F08,cohort 3,,,,,,,,
4,1,STTO_BH,G01,cohort 3,,,,,,,,
4,1,STTO_BH,B06,cohort 4,,,,,,,6/15/22,
4,1,STTO_BH,B12,cohort 4,,,,,,,,
4,1,STTO_BH,C03,cohort 4,,,,,,,,
4,1,STTO_BH,D08,cohort 4,,,,,,,,
4,1,STTO_BH,D12,cohort 4,,,,,,,,
4,1,STTO_BH,E03,cohort 4,,,,,,,,
4,1,STTO_BH,C13,cohort 5,,,,,,,,
4,1,STTO_BH,D02,cohort 5,,,,,,,,
4,1,STTO_BH,E07,cohort 5,,,,,,,,
4,1,STTO_BH,E09,cohort 5,,,,,,,,
4,1,STTO_BH,G09,cohort 5,,,,,,,,
4,1,STTO_BH,G11,cohort 5,,,,,,,,
4,1,STTO_BH,A09,cohort 6,,,,,,,6/6/22,
4,1,STTO_BH,C05,cohort 6,,,,,,,,
4,1,STTO_BH,E11,cohort 6,,,,,,,,
4,1,STTO_BH,F10,cohort 6,,,,,,,,
4,1,STTO_BH,F14,cohort 6,,,,,,,,
4,1,STTO_BH,G05,cohort 6,,,,,,,,
4,1,STTO_BH,A07,cohort 7,,,,,,,,
4,1,STTO_BH,C07,cohort 7,,,,,,,,
4,1,STTO_BH,D04,cohort 7,,,,,,,,
4,1,STTO_BH,D06,cohort 7,,,,,,,,
4,1,STTO_BH,F04,cohort 7,,,,,,,,
4,1,STTO_BH,G03,cohort 7,,,,,,,,
4,1,STTO_BH,A11,cohort 8,,,,,,,,
4,1,STTO_BH,B04,cohort 8,,,,,,,,
4,1,STTO_BH,B08,cohort 8,,,,,,,,
4,1,STTO_BH,C09,cohort 8,,,,,,,,
4,1,STTO_BH,D10,cohort 8,,,,,,,,
4,1,STTO_BH,E05,cohort 8,,,,,,,,
1,6,STTO_TM2,E07,blank,,,,,,,,
1,6,STTO_TM2,A09,cohort 1,,,,,,,,
1,6,STTO_TM2,B08,cohort 1,,,,,,,,
1,6,STTO_TM2,B14,cohort 1,,,,,,,,
1,6,STTO_TM2,A03,cohort 2,,,,,,,,
1,6,STTO_TM2,C01,cohort 2,,,,,,,,
1,6,STTO_TM2,D12,cohort 2,,,,,,,,
1,6,STTO_TM2,E01,cohort 2,,,,,,,,
1,6,STTO_TM2,G01,cohort 2,,,,,,,,
1,6,STTO_TM2,D14,cohort 3,,,,,,,,
1,6,STTO_TM2,E11,cohort 3,,,,,,,,
1,6,STTO_TM2,E13,cohort 3,,,,,,,,
1,6,STTO_TM2,F06,cohort 3,,,,,,,,
1,6,STTO_TM2,F10,cohort 3,,,,,,,,
1,6,STTO_TM2,B12,cohort 4,,,,,,,,
1,6,STTO_TM2,C11,cohort 4,,,,,,,,
1,6,STTO_TM2,C13,cohort 4,,,,,,,,
1,6,STTO_TM2,A07,cohort 5,,,,,,,2/7/22,2/7 pulled plant because it was a weed
1,6,STTO_TM2,B04,cohort 5,,,,,,,,
1,6,STTO_TM2,B06,cohort 5,4/15/22,5.5,,,,,,
1,6,STTO_TM2,D10,cohort 5,,,,,,,,
1,6,STTO_TM2,F04,cohort 5,,,,,,,,
1,6,STTO_TM2,F14,cohort 5,,,,,,,,
1,6,STTO_TM2,C03,cohort 6,,,,,,,,
1,6,STTO_TM2,C05,cohort 6,,,,,,,,
1,6,STTO_TM2,C07,cohort 6,,,,,,,,
1,6,STTO_TM2,D02,cohort 6,,,,,,,,
1,6,STTO_TM2,E05,cohort 6,,,,,,,,
1,6,STTO_TM2,F08,cohort 6,,,,,,,,
1,6,STTO_TM2,A01,cohort 7,,,,,,,,
1,6,STTO_TM2,F02,cohort 7,,,,,,,,
1,6,STTO_TM2,F12,cohort 7,,,,,,,,
1,6,STTO_TM2,G03,cohort 7,,,,,,,,
1,6,STTO_TM2,G07,cohort 7,,,,,,,,
1,6,STTO_TM2,G13,cohort 7,,,,,,,,
1,6,STTO_TM2,A05,cohort 8,,,,,,,4/18/22,
1,6,STTO_TM2,D08,cohort 8,,,,,,,,
1,6,STTO_TM2,E03,cohort 8,,,,,,,,
1,6,STTO_TM2,E09,cohort 8,,,,,,,,
1,6,STTO_TM2,G09,cohort 8,,,,,,,,
1,6,STTO_TM2,G11,cohort 8,,,,,,,,
2,10,STTO_TM2,A13,blank,,,,,,,,
2,10,STTO_TM2,A07,cohort 1,,,,,,,,
2,10,STTO_TM2,B14,cohort 1,,,,,,,,
2,10,STTO_TM2,C03,cohort 1,,,,,,,,
2,10,STTO_TM2,G07,cohort 1,5/2/22,2.7,,,,,,
2,10,STTO_TM2,A03,cohort 2,,,,,,,,
2,10,STTO_TM2,C13,cohort 2,,,,,,,,
2,10,STTO_TM2,D08,cohort 2,,,,,,,,
2,10,STTO_TM2,E09,cohort 2,,,,,,,,
2,10,STTO_TM2,F12,cohort 2,,,,,,,,
2,10,STTO_TM2,G03,cohort 2,,,,,,,,
2,10,STTO_TM2,C11,cohort 3,,,,,,,3/30/22,0.8 cm at death
2,10,STTO_TM2,D04,cohort 3,,,,,,,,
2,10,STTO_TM2,E03,cohort 3,,,,,,,,
2,10,STTO_TM2,F14,cohort 3,,,,,,,,
2,10,STTO_TM2,G13,cohort 3,,,,,,,,
2,10,STTO_TM2,E11,cohort 4,,,,,,,,
2,10,STTO_TM2,G09,cohort 4,,,,,,,,
2,10,STTO_TM2,B10,cohort 5,,,,,,,,
2,10,STTO_TM2,C05,cohort 5,,,,,,,,
2,10,STTO_TM2,C09,cohort 5,,,,,,,,
2,10,STTO_TM2,F08,cohort 5,,,,,,,,
2,10,STTO_TM2,F10,cohort 5,,,,,,,,
2,10,STTO_TM2,G11,cohort 5,,,,,,,,
2,10,STTO_TM2,A05,cohort 6,,,,,,,,
2,10,STTO_TM2,B04,cohort 6,,,,,,,,
2,10,STTO_TM2,E01,cohort 6,,,,,,,,
2,10,STTO_TM2,E07,cohort 6,,,,,,,,
2,10,STTO_TM2,F06,cohort 6,,,,,,,,
2,10,STTO_TM2,G05,cohort 6,,,,,,,,
2,10,STTO_TM2,A09,cohort 7,,,,,,,,
2,10,STTO_TM2,B02,cohort 7,,,,,,,,
2,10,STTO_TM2,C01,cohort 7,,,,,,,,
2,10,STTO_TM2,C07,cohort 7,,,,,,,,
2,10,STTO_TM2,D02,cohort 7,,,,,,,,
2,10,STTO_TM2,D12,cohort 7,,,,,,,,
2,10,STTO_TM2,A01,cohort 8,,,,,,,,
2,10,STTO_TM2,A11,cohort 8,,,,,,,,
2,10,STTO_TM2,D14,cohort 8,,,,,,,,
2,10,STTO_TM2,E13,cohort 8,,,,,,,,
2,10,STTO_TM2,F02,cohort 8,,,,,,,,
2,10,STTO_TM2,G01,cohort 8,,,,,,,,
3,7,STTO_TM2,E11,blank,,,,,,,,
3,7,STTO_TM2,A05,cohort 1,,,,,,,,
3,7,STTO_TM2,F02,cohort 1,,,,,,,,
3,7,STTO_TM2,F10,cohort 1,,,,,,,,
3,7,STTO_TM2,B10,cohort 2,,,,,,,,
3,7,STTO_TM2,D06,cohort 2,,,,,,,,
3,7,STTO_TM2,E05,cohort 2,5/11/22,4.5,,,,,,
3,7,STTO_TM2,G09,cohort 2,,,,,,,,
3,7,STTO_TM2,B02,cohort 3,6/15/22,3.2,,,,,,
3,7,STTO_TM2,E01,cohort 3,,,,,,,,
3,7,STTO_TM2,E07,cohort 3,,,,,,,,
3,7,STTO_TM2,F04,cohort 3,,,,,,,,
3,7,STTO_TM2,G07,cohort 3,,,,,,,,
3,7,STTO_TM2,G13,cohort 3,,,,,,,,
3,7,STTO_TM2,A03,cohort 4,,,,,,,,
3,7,STTO_TM2,B12,cohort 4,,,,,,,,
3,7,STTO_TM2,C09,cohort 4,,,,,,,,
3,7,STTO_TM2,F06,cohort 4,,,,,,,,
3,7,STTO_TM2,F14,cohort 4,,,,,,,,
3,7,STTO_TM2,A07,cohort 5,,,,,,,,
3,7,STTO_TM2,C13,cohort 5,,,,,,,,looks bad 2/1/22
3,7,STTO_TM2,D02,cohort 5,,,,,,,,
3,7,STTO_TM2,D14,cohort 5,,,,,,,,
3,7,STTO_TM2,F08,cohort 5,,,,,,,,
3,7,STTO_TM2,G01,cohort 5,,,,,,,,
3,7,STTO_TM2,A01,cohort 6,,,,,,,,
3,7,STTO_TM2,A09,cohort 6,,,,,,,,
3,7,STTO_TM2,B06,cohort 6,,,,,,,,
3,7,STTO_TM2,C03,cohort 6,,,,,,,,
3,7,STTO_TM2,C07,cohort 6,,,,,,,,
3,7,STTO_TM2,D04,cohort 6,,,,,,,,
3,7,STTO_TM2,A13,cohort 7,,,,,,,,
3,7,STTO_TM2,C01,cohort 7,,,,,,,,
3,7,STTO_TM2,D12,cohort 7,,,,,,,,
3,7,STTO_TM2,E03,cohort 7,,,,,,,,
3,7,STTO_TM2,E13,cohort 7,,,,,,,,
3,7,STTO_TM2,G11,cohort 7,,,,,,,,
3,7,STTO_TM2,A11,cohort 8,,,,,,,,
3,7,STTO_TM2,B04,cohort 8,,,,,,,,
3,7,STTO_TM2,D08,cohort 8,,,,,,,,
3,7,STTO_TM2,D10,cohort 8,,,,,,,,
3,7,STTO_TM2,F12,cohort 8,,,,,,,,
3,7,STTO_TM2,G03,cohort 8,,,,,,,,
4,13,STTO_TM2,E09,blank,,,,,,,,
4,13,STTO_TM2,A01,cohort 1,,,,,,,,
4,13,STTO_TM2,B04,cohort 1,,,,,,,,
4,13,STTO_TM2,D10,cohort 1,,,,,,,,
4,13,STTO_TM2,E03,cohort 1,,,,,,,,
4,13,STTO_TM2,G11,cohort 1,4/20/22,5,,,,,,
4,13,STTO_TM2,A09,cohort 2,,,,,,,,
4,13,STTO_TM2,B10,cohort 2,,,,,,,,
4,13,STTO_TM2,B12,cohort 2,,,,,,,,
4,13,STTO_TM2,D04,cohort 2,,,,,,,,
4,13,STTO_TM2,D08,cohort 2,,,,,,,,
4,13,STTO_TM2,A11,cohort 3,,,,,,,,
4,13,STTO_TM2,B06,cohort 3,,,,,,,,
4,13,STTO_TM2,E01,cohort 3,,,,,,,,
4,13,STTO_TM2,G01,cohort 3,,,,,,,,
4,13,STTO_TM2,G07,cohort 3,,,,,,,,
4,13,STTO_TM2,G09,cohort 3,,,,,,,,
4,13,STTO_TM2,A03,cohort 4,,,,,,,,
4,13,STTO_TM2,A07,cohort 4,,,,,,,,
4,13,STTO_TM2,B14,cohort 4,,,,,,,,
4,13,STTO_TM2,D02,cohort 4,,,,,,,,
4,13,STTO_TM2,D12,cohort 4,,,,,,,,
